=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.50
Écart min (µs),653
Écart max (µs),1053
Fréquence moyenne (Hz),1160.76
Fréquence min (Hz),949.67
Fréquence max (Hz),1531.39

t(us),X(mg),Y(mg),Z(mg)
635906,21.56,39.20,990.78
636693,21.56,38.22,984.90
637415,20.58,39.20,983.92
638201,21.56,39.20,984.90
638920,22.54,40.18,986.86
639706,20.58,37.24,988.82
640427,16.66,36.26,986.86
641213,14.70,41.16,990.78
642002,18.62,37.24,982.94
642718,18.62,37.24,982.94
643507,21.56,39.20,989.80
644224,17.64,42.14,988.82
645016,22.54,41.16,993.72
645731,22.54,40.18,992.74
646521,21.56,40.18,990.78
647305,21.56,40.18,992.74
648030,19.60,38.22,990.78
648812,20.58,42.14,990.78
649536,19.60,42.14,990.78
650292,18.62,45.08,984.90
651086,20.58,43.12,983.92
651802,22.54,43.12,987.84
652565,20.58,42.14,983.92
653354,19.60,37.24,987.84
654074,18.62,40.18,988.82
654858,21.56,38.22,988.82
655577,18.62,41.16,987.84
656365,21.56,40.18,985.88
657085,25.48,39.20,984.90
657870,24.50,39.20,988.82
658658,24.50,40.18,996.66
659380,22.54,41.16,989.80
660165,19.60,42.14,988.82
